iter	Passed	Remaining
245	2376	7285
246	2384	7269
247	2392	7255
248	2401	7243
249	2409	7228
250	2418	7215
251	2426	7202
252	2435	7190
253	2442	7175
254	2450	7159
255	2458	7144
256	2468	7135
257	2475	7120
258	2483	7105
259	2491	7090
260	2498	7073
261	2505	7058
262	2513	7042
263	2521	7030
264	2529	7014
265	2536	7000
266	2544	6986
267	2555	6979
268	2564	6968
269	2577	6967
270	2589	6965
271	2602	6966
272	2615	6965
273	2630	6969
274	2643	6970
275	2656	6968
276	2669	6968
277	2682	6966
278	2694	6964
279	2707	6962
280	2722	6965
281	2734	6963
282	2749	6964
283	2762	6965
284	2776	6965
285	2789	6962
286	2803	6964
287	2816	6963
288	2830	6964
289	2844	6963
290	2859	6966
291	2873	6967
292	2886	6966
293	2900	6965
294	2914	6964
295	2928	6965
296	2942	6964
297	2954	6960
298	2970	6963
299	2984	6964
300	2998	6963
301	3012	6962
302	3026	6961
303	3040	6960
304	3053	6958
305	3067	6957
306	3083	6959
307	3098	6962
308	3114	6965
309	3130	6968
310	3148	6974
311	3164	6977
312	3181	6983
313	3197	6985
314	3213	6988
315	3232	6996
316	3253	7009
317	3271	7015
318	3287	7018
319	3302	7018
320	3321	7025
321	3335	7024
322	3348	7019
323	3364	7019
324	3377	7015
325	3394	7018
326	3409	7016
327	3424	7015
328	3438	7013
329	3452	7010
330	3466	7006
331	3480	7003
332	3495	7000
333	3509	6998
334	3523	6993
335	3537	6991
336	3551	6986
337	3566	6984
338	3580	6980
339	3594	6977
340	3609	6975
341	3623	6972
342	3638	6968
343	3654	6968
344	3668	6964
345	3681	6958
346	3695	6955
347	3710	6952
348	3725	6949
349	3739	6944
350	3753	6940
351	3768	6937
352	3783	6934
353	3796	6928
354	3809	6921
355	3823	6917
356	3838	6913
357	3853	6911
358	3867	6905
359	3880	6898
360	3893	6892
361	3907	6886
362	3921	6881
363	3936	6878
364	3951	6874
365	3965	6869
366	3981	6866
367	3994	6860
368	4009	6856
369	4023	6850
370	4040	6850
371	4055	6846
372	4068	6838
373	4079	6828
374	4092	6820
375	4104	6812
376	4117	6804
377	4131	6798
378	4144	6790
379	4158	6784
380	4170	6776
381	4184	6769
382	4197	6761
383	4210	6753
384	4224	6748
385	4237	6740
386	4248	6730
387	4262	6723
388	4275	6715
389	4288	6707
390	4302	6701
391	4315	6693
392	4331	6689
393	4346	6685
394	4362	6681
395	4379	6680
396	4398	6681
397	4416	6679
398	4434	6679
399	4453	6680
400	4469	6675
401	4483	6669
402	4498	6663
403	4511	6655
404	4524	6647
405	4538	6640
406	4552	6632
407	4566	6625
408	4578	6616
409	4591	6607
410	4604	6598
411	4616	6588
412	4629	6580
413	4643	6572
414	4656	6563
415	4668	6554
416	4682	6545
417	4697	6540
418	4712	6534
419	4726	6527
420	4741	6520
421	4755	6513
422	4769	6505
423	4784	6499
424	4797	6491
425	4811	6482
426	4824	6474
427	4840	6468
428	4853	6460
429	4867	6451
430	4880	6443
431	4893	6434
432	4908	6427
433	4920	6417
434	4934	6409
435	4948	6401
436	4961	6392
437	4974	6382
438	4987	6374
439	5001	6364
440	5014	6356
441	5028	6348
442	5044	6342
443	5057	6332
444	5071	6324
445	5084	6315
446	5099	6309
447	5112	6299
448	5129	6294
449	5142	6285
450	5158	6279
451	5168	6266
452	5182	6257
453	5196	6249
454	5211	6242
455	5224	6232
456	5239	6225
457	5252	6215
458	5264	6205
459	5277	6194
460	5292	6187
461	5305	6178
462	5320	6171
463	5335	6163
464	5349	6155
465	5366	6149
466	5380	6140
467	5393	6130
468	5407	6121
469	5422	6114
470	5437	6106
471	5454	6101
472	5470	6095
473	5488	6090
474	5507	6087
475	5524	6081
476	5543	6078
477	5561	6073
478	5577	6066
479	5595	6061
480	5610	6053
481	5641	6063
482	5656	6054
483	5669	6044
484	5683	6034
485	5698	6026
486	5712	6017
487	5728	6009
488	5743	6001
489	5755	5990
490	5770	5982
491	5786	5974
492	5799	5964
493	5814	5955
494	5829	5947
495	5850	5945
496	5902	5973
497	5927	5975
498	5943	5967
499	5961	5961
500	5987	5964
501	6012	5964
502	6042	5970
503	6059	5963
504	6079	5959
505	6097	5953
506	6115	5946
507	6131	5938
508	6147	5929
509	6164	5922
510	6179	5913
511	6196	5905
512	6210	5896
513	6225	5886
514	6241	5878
515	6256	5868
516	6271	5859
517	6285	5848
518	6302	5841
519	6317	5831
520	6330	5819
521	6347	5812
522	6363	5803
523	6380	5795
524	6393	5785
525	6409	5776
526	6427	5768
527	6442	5759
528	6453	5746
529	6467	5735
530	6483	5726
531	6496	5714
532	6510	5703
533	6523	5692
534	6537	5682
535	6552	5672
536	6566	5661
537	6582	5652
538	6598	5643
539	6614	5634
540	6629	5624
541	6647	5617
542	6666	5610
543	6684	5603
544	6704	5597
545	6720	5588
546	6739	5581
547	6755	5572
548	6770	5562
549	6783	5550
550	6797	5539
551	6809	5526
552	6824	5516
553	6839	5506
554	6854	5496
555	6868	5484
556	6882	5473
557	6895	5462
558	6909	5450
559	6925	5441
560	6939	5430
561	6954	5419
562	6968	5408
563	6982	5397
564	6998	5387
565	7013	5377
566	7028	5367
567	7044	5357
568	7059	5347
569	7072	5335
570	7086	5324
571	7101	5313
572	7116	5302
573	7131	5292
574	7145	5281
575	7160	5270
576	7173	5259
577	7187	5247
578	7201	5236
579	7215	5225
580	7229	5213
581	7243	5202
582	7256	5190
583	7270	5178
584	7284	5167
585	7297	5155
586	7311	5143
587	7325	5132
588	7343	5124
589	7360	5115
590	7377	5105
591	7391	5093
592	7405	5082
593	7420	5072
594	7434	5060
595	7450	5050
596	7466	5040
597	7480	5028
598	7495	5017
599	7509	5006
600	7522	4993
601	7536	4982
602	7550	4970
603	7565	4960
604	7579	4948
605	7591	4936
606	7605	4924
607	7621	4913
608	7635	4902
609	7652	4892
610	7665	4880
611	7677	4867
612	7692	4856
613	7705	4844
614	7719	4832
615	7735	4822
616	7754	4813
617	7774	4805
618	7795	4798
619	7814	4789
620	7834	4781
621	7854	4773
622	7871	4763
623	7886	4752
624	7903	4741
625	7917	4730
626	7931	4718
627	7946	4707
628	7963	4697
629	7991	4693
630	8007	4682
631	8025	4673
632	8050	4667
633	8073	4660
634	8091	4650
635	8105	4639
636	8119	4626
637	8131	4613
638	8145	4601
639	8160	4590
640	8176	4579
641	8192	4568
642	8209	4557
643	8231	4550
644	8250	4540
645	8264	4529
646	8279	4517
647	8298	4507
648	8314	4496
649	8331	4486
650	8347	4475
651	8361	4463
652	8378	4452
653	8393	4440
654	8412	4431
655	8430	4420
656	8444	4408
657	8458	4396
658	8472	4383
659	8486	4372
660	8500	4359
661	8513	4346
662	8529	4335
663	8544	4323
664	8558	4311
665	8576	4300
666	8591	4289
667	8605	4277
668	8624	4266
669	8640	4255
670	8654	4243
671	8668	4231
672	8683	4219
673	8699	4207
674	8715	4196
675	8732	4185
676	8747	4173
677	8765	4163
678	8781	4151
679	8798	4140
680	8815	4129
681	8830	4117
682	8845	4105
683	8859	4093
684	8877	4082
685	8891	4069
686	8908	4058
687	8926	4048
688	8945	4037
689	8965	4028
690	8985	4018
691	9005	4008
692	9023	3997
693	9042	3987
694	9059	3975
695	9075	3963
696	9091	3952
697	9106	3940
698	9124	3929
699	9157	3924
700	9176	3913
701	9193	3902
702	9286	3923
703	9313	3915
704	9329	3903
705	9343	3890
706	9362	3880
707	9377	3867
708	9392	3855
709	9407	3842
710	9422	3830
711	9435	3816
712	9448	3803
713	9463	3790
714	9477	3777
715	9492	3765
716	9506	3752
717	9520	3739
718	9533	3726
719	9548	3713
720	9561	3699
721	9574	3686
722	9590	3674
723	9602	3660
724	9617	3648
725	9634	3636
726	9651	3624
727	9668	3612
728	9685	3600
729	9699	3587
730	9714	3574
731	9731	3562
732	9746	3550
733	9761	3537
734	9775	3524
735	9790	3511
736	9802	3497
737	9816	3485
738	9832	3472
739	9846	3459
740	9859	3446
741	9872	3432
742	9887	3419
743	9900	3406
744	9913	3393
745	9927	3380
746	9941	3367
747	9954	3353
748	9969	3340
749	9982	3327
750	9997	3314
751	10009	3301
752	10023	3287
753	10039	3275
754	10058	3263
755	10076	3252
756	10092	3239
757	10109	3227
758	10127	3215
759	10145	3203
760	10164	3192
761	10180	3179
762	10198	3167
763	10213	3155
764	10228	3141
765	10243	3129
766	10256	3115
767	10271	3102
768	10287	3090
769	10300	3076
770	10314	3063
771	10326	3049
772	10341	3036
773	10353	3023
774	10370	3010
775	10383	2997
776	10395	2983
777	10410	2970
778	10424	2957
779	10438	2944
780	10453	2931
781	10469	2918
782	10481	2904
783	10495	2891
784	10510	2878
785	10524	2865
786	10537	2852
787	10551	2838
788	10566	2825
789	10577	2811
790	10591	2798
791	10607	2785
792	10622	2772
793	10634	2759
794	10646	2745
795	10660	2732
796	10674	2718
797	10687	2705
798	10702	2692
799	10716	2679
800	10729	2665
801	10742	2652
802	10758	2639
803	10772	2626
804	10783	2612
805	10794	2598
806	10807	2584
807	10818	2570
808	10830	2556
809	10841	2543
810	10851	2528
811	10864	2515
812	10876	2501
813	10887	2487
814	10898	2473
815	10908	2459
816	10918	2445
817	10929	2431
818	10939	2417
819	10951	2403
820	10963	2390
821	10973	2376
822	10986	2362
823	10997	2348
824	11007	2335
825	11019	2321
826	11031	2307
827	11040	2293
828	11051	2279
829	11059	2265
830	11070	2251
831	11079	2237
832	11086	2222
833	11098	2209
834	11108	2195
835	11119	2181
836	11130	2167
837	11140	2153
838	11150	2139
839	11159	2125
840	11173	2112
841	11184	2098
842	11200	2085
843	11216	2073
844	11234	2060
845	11245	2047
846	11257	2033
847	11270	2020
848	11282	2006
849	11292	1992
850	11302	1978
851	11312	1965
852	11322	1951
853	11331	1937
854	11340	1923
855	11351	1909
856	11359	1895
857	11368	1881
858	11377	1867
859	11387	1853
860	11396	1839
861	11407	1826
862	11417	1812
863	11426	1798
864	11435	1784
865	11444	1770
866	11454	1757
867	11465	1743
868	11474	1729
869	11482	1715
870	11490	1701
871	11500	1688
872	11509	1674
873	11519	1660
874	11528	1646
875	11537	1633
876	11546	1619
877	11556	1605
878	11566	1592
879	11575	1578
880	11582	1564
881	11590	1550
882	11600	1537
883	11609	1523
884	11619	1509
885	11628	1496
886	11638	1482
887	11648	1469
888	11656	1455
889	11666	1441
890	11675	1428
891	11686	1414
892	11696	1401
893	11704	1387
894	11714	1374
895	11724	1360
896	11734	1347
897	11743	1333
898	11752	1320
899	11763	1307
900	11771	1293
901	11779	1279
902	11786	1266
903	11795	1252
904	11805	1239
905	11815	1225
906	11823	1212
907	11832	1198
908	11841	1185
909	11851	1172
910	11860	1158
911	11871	1145
912	11881	1132
913	11891	1118
914	11902	1105
915	11912	1092
916	11922	1079
917	11933	1065
918	11944	1052
919	11955	1039
920	11965	1026
921	11975	1013
922	11986	999
923	11996	986
924	12006	973
925	12016	960
926	12026	947
927	12035	933
928	12045	920
929	12056	907
930	12065	894
931	12074	880
932	12082	867
933	12091	854
934	12099	841
935	12107	827
936	12114	814
937	12123	801
938	12130	788
939	12138	774
940	12146	761
941	12154	748
942	12161	735
943	12170	721
944	12178	708
945	12186	695
946	12194	682
947	12203	669
948	12210	656
949	12220	643
950	12228	630
951	12237	617
952	12245	603
953	12254	590
954	12263	577
955	12272	564
956	12281	551
957	12290	538
958	12299	525
959	12308	512
960	12318	499
961	12327	486
962	12338	474
963	12349	461
964	12359	448
965	12372	435
966	12381	422
967	12391	409
968	12401	396
969	12411	383
970	12419	370
971	12427	357
972	12435	345
973	12443	332
974	12451	319
975	12460	306
976	12468	293
977	12477	280
978	12485	267
979	12493	254
980	12503	242
981	12512	229
982	12522	216
983	12531	203
984	12538	190
985	12548	178
986	12555	165
987	12565	152
988	12573	139
989	12581	127
990	12589	114
991	12599	101
992	12607	88
993	12615	76
994	12624	63
995	12631	50
996	12639	38
997	12647	25
998	12655	12
999	12663	0
