iter	Logloss
331	0.1303889766
332	0.130017158
333	0.1296529741
334	0.1295290963
335	0.1293254515
336	0.1290613938
337	0.1289544272
338	0.1287272311
339	0.1284874469
340	0.1282832431
341	0.1281797773
342	0.1280912546
343	0.1277040506
344	0.1274765584
345	0.1272253776
346	0.1271114499
347	0.1267177076
348	0.1265859058
349	0.1264694632
350	0.1261663702
351	0.1259067544
352	0.125790246
353	0.1256946528
354	0.1255858406
355	0.1252641498
356	0.1250543354
357	0.1249031162
358	0.1247958197
359	0.1247251724
360	0.1246260731
361	0.1245049005
362	0.1243277586
363	0.1242188338
364	0.1240924946
365	0.1238635465
366	0.12373062
367	0.1235685507
368	0.123356683
369	0.1231913666
370	0.1230863141
371	0.1228290624
372	0.1223514851
373	0.1221911139
374	0.1220619155
375	0.1214340476
376	0.121297125
377	0.1209595703
378	0.1206664101
379	0.1205365061
380	0.1201934277
381	0.1200801731
382	0.1199821063
383	0.1198554351
384	0.1196787848
385	0.1195188349
386	0.119343503
387	0.1191310643
388	0.1190328055
389	0.1188696238
390	0.1187507732
391	0.1185562829
392	0.1184552498
393	0.1183180788
394	0.1181985384
395	0.1179384564
396	0.117720723
397	0.1174527525
398	0.1173681418
399	0.1172243981
400	0.1171439101
401	0.1170340362
402	0.1168668119
403	0.1167329452
404	0.1165904588
405	0.1165053769
406	0.1164314138
407	0.1161721377
408	0.1160651307
409	0.1159941358
410	0.115894191
411	0.1158057378
412	0.1156813091
413	0.1154967927
414	0.1154182225
415	0.1152249706
416	0.1150753081
417	0.1147534142
418	0.1146436706
419	0.1144392491
420	0.1141541544
421	0.1140739217
422	0.1139813274
423	0.1138570486
424	0.1136878072
425	0.1134373587
426	0.1132950681
427	0.1131688768
428	0.1130511763
429	0.1129432477
430	0.1128188542
431	0.1127413906
432	0.1126211426
433	0.1125110038
434	0.1122759416
435	0.1121236618
436	0.1120022807
437	0.1119150025
438	0.1118064492
439	0.1117091015
440	0.1114828598
441	0.1113519936
442	0.1111014816
443	0.1110147965
444	0.1107536208
445	0.1105705139
446	0.1104072558
447	0.1103563901
448	0.1102006947
449	0.1100160454
450	0.1098166782
451	0.1097376638
452	0.1096566118
453	0.1095903022
454	0.1094172002
455	0.1093229443
456	0.1092272843
457	0.1091354869
458	0.1090097088
459	0.1088716572
460	0.1087978458
461	0.1086824055
462	0.1085640347
463	0.1084889944
464	0.1084031436
465	0.1083197978
466	0.1081969415
467	0.1080726294
468	0.1079789326
469	0.1078983669
470	0.1078115635
471	0.1076441561
472	0.1074889274
473	0.1073755577
474	0.1073184537
475	0.1071894795
476	0.1070897196
477	0.1070015947
478	0.1069495286
479	0.1068829158
480	0.1067460972
481	0.1066435249
482	0.1065964293
483	0.1064796244
484	0.1063933781
485	0.1062783144
486	0.1061698638
487	0.1060530445
488	0.1059111477
489	0.105852352
490	0.105749099
491	0.1056880232
492	0.1055521641
493	0.1054537806
494	0.1052643101
495	0.1050649703
496	0.1048562332
497	0.1047376046
498	0.1045541454
499	0.1044499555
500	0.1043302977
501	0.1042313748
502	0.1041549923
503	0.1040398518
504	0.104000247
505	0.1039075046
506	0.1037654763
507	0.1034852924
508	0.1034346549
509	0.1032727362
510	0.103181841
511	0.1030800575
512	0.1029099804
513	0.1028745571
514	0.1028160023
515	0.1027464242
516	0.1025653659
517	0.1023740249
518	0.1022266455
519	0.1020730856
520	0.1019882303
521	0.1018827406
522	0.1017781435
523	0.1016254569
524	0.1014704349
525	0.101412226
526	0.1013413192
527	0.1012567859
528	0.1011597267
529	0.1010267593
530	0.1008820005
531	0.1008181063
532	0.100754742
533	0.1006839024
534	0.1006473408
535	0.1005204521
536	0.1004353903
537	0.1003420721
538	0.1002523753
539	0.100155766
540	0.1000649914
541	0.09994069042
542	0.09987549399
543	0.09977125623
544	0.09963819987
545	0.09955940424
546	0.09947918661
547	0.09941260103
548	0.09935331243
549	0.09926273761
550	0.09919720091
551	0.09905720006
552	0.09895601707
553	0.09883199876
554	0.09871868074
555	0.09860731975
556	0.09855407487
557	0.09850150407
558	0.09846769859
559	0.09840017794
560	0.09826137588
561	0.09816992593
562	0.09811499971
563	0.09806690468
564	0.09787159992
565	0.09778156366
566	0.09771008905
567	0.09760421024
568	0.09752328822
569	0.09744144297
570	0.0973446733
571	0.09714969614
572	0.09702622321
573	0.09697520988
574	0.09686721012
575	0.09677484496
576	0.09669257589
577	0.09661174097
578	0.09650753636
579	0.09645688029
580	0.0963708081
581	0.09627230454
582	0.09617537558
583	0.09607925526
584	0.09598623021
585	0.09586834752
586	0.09573313137
587	0.09562658663
588	0.09555264712
589	0.09546216909
590	0.09533061555
591	0.0952155887
592	0.09508871775
593	0.09498560378
594	0.09490338079
595	0.09485528815
596	0.09473717878
597	0.09458741195
598	0.09448367717
599	0.0944237157
600	0.09433167082
601	0.09430486979
602	0.0941933736
603	0.09409583799
604	0.09405229165
605	0.09388773944
606	0.09381266838
607	0.09373425299
608	0.09370439038
609	0.09360361805
610	0.09356955031
611	0.09350225352
612	0.093424518
613	0.09335686999
614	0.09320481334
615	0.09310659976
616	0.09305093901
617	0.09296971775
618	0.09290109938
619	0.09273683297
620	0.09265912909
621	0.09260599655
622	0.09252923029
623	0.09245657209
624	0.0923140939
625	0.09222553445
626	0.09218964585
627	0.09210326819
628	0.09195731519
629	0.09188198541
630	0.09180872314
631	0.09172705648
632	0.09167387166
633	0.09163155916
634	0.09155881389
635	0.09145069013
636	0.09140320729
637	0.09132844693
638	0.09123429024
639	0.09114947072
640	0.09109149781
641	0.09105956797
642	0.09101259163
643	0.09091018293
644	0.09084801126
645	0.0907933967
646	0.09068210203
647	0.09060973688
648	0.0905203324
649	0.09042848151
650	0.09038376439
651	0.090300526
652	0.09024841959
653	0.09016412728
654	0.09000165021
655	0.08993243263
656	0.08986018342
657	0.08979280241
658	0.08969468434
659	0.089609678
660	0.08949434786
661	0.08936024659
662	0.08925927928
663	0.0891454173
664	0.0890806684
665	0.08898988488
666	0.08888427574
667	0.08880123353
668	0.08871430109
669	0.08869442407
670	0.08865015203
671	0.08858289303
672	0.08851739989
673	0.0884570556
674	0.08828572266
675	0.08817915977
676	0.08807071703
677	0.08803363434
678	0.08797326274
679	0.08792285217
680	0.08782628226
681	0.08772712609
682	0.08765389884
683	0.08760430532
684	0.08751371972
685	0.08742892445
686	0.08738608032
687	0.08731977914
688	0.08727309856
689	0.08724728791
690	0.08714690289
691	0.08708265981
692	0.08703146584
693	0.08696095025
694	0.08688153911
695	0.08679209298
696	0.08672724404
697	0.08667510515
698	0.08661606439
699	0.08650097639
700	0.08639340755
701	0.08632105436
702	0.08626619105
703	0.08622760696
704	0.08616849255
705	0.08611408815
706	0.08604633155
707	0.08597407192
708	0.08590524986
709	0.08584132261
710	0.08579883576
711	0.08572630366
712	0.08567173454
713	0.08559126044
714	0.08552054344
715	0.08544322709
716	0.08536444119
717	0.0853059564
718	0.08527989177
719	0.08523061507
720	0.08520629914
721	0.08512937697
722	0.08506483724
723	0.08476142374
724	0.08452736892
725	0.08446358678
726	0.08437231692
727	0.08431170426
728	0.08426796433
729	0.08420223524
730	0.08415156389
731	0.08403106868
732	0.08396557917
733	0.08391882475
734	0.08382047618
735	0.08376509388
736	0.08374107323
737	0.08366541928
738	0.08357816841
739	0.08352575353
740	0.0835036494
741	0.08343177989
742	0.08335647463
743	0.08331106686
744	0.08326326046
745	0.08320485125
746	0.08313037312
747	0.08306427681
748	0.08300739476
749	0.08290769992
750	0.08283358282
751	0.08276535592
752	0.08268375089
753	0.08264004117
754	0.0825338806
755	0.08250375626
756	0.08246738313
757	0.08236154259
758	0.08229976069
759	0.08226452739
760	0.08219710789
761	0.08215911367
762	0.08206730901
763	0.08192052833
764	0.08186378639
765	0.0818245655
766	0.0817771185
767	0.08169866222
768	0.08163925784
769	0.08158815296
770	0.08149591484
771	0.08144907071
772	0.08139648419
773	0.08126648531
774	0.08119573255
775	0.08111951686
776	0.08107206154
777	0.08105006829
778	0.08102715362
779	0.08095882708
780	0.08088062559
781	0.08081613972
782	0.08078666847
783	0.08073453224
784	0.08067434927
785	0.08061660688
786	0.08052536523
787	0.08048013784
788	0.08041148689
789	0.08033409153
790	0.08029941982
791	0.08024244823
792	0.08016160248
793	0.08012268218
794	0.08008199485
795	0.08002904517
796	0.07997047643
797	0.07989631185
798	0.07984391886
799	0.07970266195
800	0.07968768138
801	0.07963655936
802	0.07956977003
803	0.07951859984
804	0.07946153676
805	0.07938485904
806	0.07933454474
807	0.07927883851
808	0.07921700727
809	0.07915539534
810	0.07910537831
811	0.07903918585
812	0.079005802
813	0.07895805877
814	0.07888276813
815	0.07882766921
816	0.07874828599
817	0.07869758027
818	0.07863202064
819	0.07858351251
820	0.07849620205
821	0.07842640471
822	0.07836048383
823	0.0783025638
824	0.07826030958
825	0.07817683639
826	0.07806268479
827	0.07802174795
828	0.07795209987
829	0.07790201972
830	0.0778469247
831	0.07782496076
832	0.07776361852
833	0.07772777484
834	0.07767546011
835	0.07761165674
836	0.07748874393
837	0.07746892558
838	0.07742529877
839	0.07735720763
840	0.07719436857
841	0.07714569611
842	0.07709972882
843	0.07704549903
844	0.07697950902
845	0.07691612095
846	0.07683622165
847	0.07677702816
848	0.07673257208
849	0.07667471096
850	0.07660835734
851	0.07656696577
852	0.07652058332
853	0.07649449595
854	0.07643816508
855	0.07639316107
856	0.07635944311
857	0.07632739781
858	0.07630444014
859	0.07624762554
860	0.07621442459
861	0.07614968818
862	0.07610174167
863	0.07605692612
864	0.07603571287
865	0.07597290409
866	0.07595099479
867	0.07591945801
868	0.07589869684
869	0.07581427536
870	0.07576237163
871	0.07570440192
872	0.07565377703
873	0.07559431537
874	0.07556001758
875	0.07549990429
876	0.0754598073
877	0.07533870163
878	0.07529687268
879	0.07519594678
880	0.07513821392
881	0.07509803281
882	0.07502554899
883	0.07495341195
884	0.07489346329
885	0.07482528912
886	0.07477046495
887	0.07467127824
888	0.07459978381
889	0.07452018666
890	0.07447057757
891	0.07438793673
892	0.07432243023
893	0.07424664842
894	0.07418384458
895	0.07412817468
896	0.07407071431
897	0.07400591517
898	0.07398751155
899	0.0739222481
900	0.07388149104
901	0.07383758313
902	0.07380140638
903	0.07373996579
904	0.07363459288
905	0.07359045973
906	0.07356288225
907	0.07350280237
908	0.07346269102
909	0.07341995861
910	0.07337140592
911	0.07331950295
912	0.07327853951
913	0.073223509
914	0.07319504508
915	0.0731141882
916	0.07296966143
917	0.07289458519
918	0.07283874228
919	0.07278657406
920	0.07268310083
921	0.07262086855
922	0.07255970488
923	0.07252975882
924	0.07246417381
925	0.07241632673
926	0.07237658577
927	0.07231793922
928	0.07226268315
929	0.07218562727
930	0.07213679943
931	0.07204824834
932	0.07197811574
933	0.07190241484
934	0.0718187588
935	0.07175926882
936	0.07165379766
937	0.07160493525
938	0.07158827103
939	0.07155278535
940	0.07147665234
941	0.07143362873
942	0.07134111434
943	0.07131827222
944	0.07128391389
945	0.07121781959
946	0.07118140727
947	0.07111395973
948	0.07105500546
949	0.07103116217
950	0.07097404032
951	0.07090604365
952	0.07089115313
953	0.07085385618
954	0.07081803077
955	0.07077125621
956	0.07070642986
957	0.07067996973
958	0.07066731949
959	0.07061355208
960	0.070577401
961	0.07054417926
962	0.07052729446
963	0.07047983461
964	0.07042796436
965	0.0703914397
966	0.07035941798
967	0.07032237775
968	0.07028898882
969	0.0702493962
970	0.07021411614
971	0.07017030228
972	0.07011074145
973	0.07005547405
974	0.07001911083
975	0.06998278276
976	0.06994048185
977	0.06987396462
978	0.06981709655
979	0.06977744373
980	0.06972818422
981	0.06970795621
982	0.06967772451
983	0.06966415573
984	0.06963761298
985	0.06957663762
986	0.06955054237
987	0.06947529165
988	0.06940387359
989	0.0693365352
990	0.06928776817
991	0.06919669047
992	0.06909991266
993	0.06906818708
994	0.06903250447
995	0.06900556863
996	0.06897914201
997	0.06894241328
998	0.06890487951
999	0.06886037492
